Lon,Lat,VV_July,VH_July,VH_VV_July,NDVI_July,EVI_July,GNDVI_July,SAVI_July,NDWI_July,NDMI_July,RENDVI_July,VV_August,VH_August,VH_VV_August,NDVI_August,EVI_August,GNDVI_August,SAVI_August,NDWI_August,NDMI_August,RENDVI_August,VV_September,VH_September,VH_VV_September,NDVI_September,EVI_September,GNDVI_September,SAVI_September,NDWI_September,NDMI_September,RENDVI_September,VV_October,VH_October,VH_VV_October,NDVI_October,EVI_October,GNDVI_October,SAVI_October,NDWI_October,NDMI_October,RENDVI_October,VV_November,VH_November,VH_VV_November,NDVI_November,EVI_November,GNDVI_November,SAVI_November,NDWI_November,NDMI_November,RENDVI_November,VV_December,VH_December,VH_VV_December,NDVI_December,EVI_December,GNDVI_December,SAVI_December,NDWI_December,NDMI_December,RENDVI_December
77.29791915756714,13.818200110675921,-13.616287833313889,-22.887392169197135,1.7075359630888862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.897635725993759,-27.215039988360576,1.73695988999703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.638865894906031,-21.37962274003495,2.078616326677706,0.21423586880669923,0.29411764705882354,0.410620186461289,0.32132577409507196,-0.410620186461289,-0.2214765100671141,0.11945259042033235,-12.499657360796096,-20.588118245374744,1.4813666969322867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.547186689345601,-19.431406641440518,1.477198431897875,0.489411217128229,0.9292152704135737,0.552079544076634,0.7340314136125654,-0.552079544076634,-0.03752161816677946,0.25576662143826323,-13.04937235507932,-18.540712839358072,1.3343016705370363,0.3459621136590229,0.6846882399368587,0.47299509001636664,0.5188785046728972,-0.47299509001636664,-0.11140365311831496,0.17717152712449044
77.29791915756714,13.818289942204332,-14.779656599614043,-24.669356041489085,1.770301574444703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.257807579895607,-29.30343633502126,1.921121671129066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.006258708086268,-22.956855389558577,1.8144561561279633,0.1522633744855967,0.1968648958375967,0.35366307177389367,0.22837698820922686,-0.35366307177389367,-0.2297111416781293,0.0901987429930355,-12.1385321351457,-20.358350282827345,1.6018257573254644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.437768917534662,-17.209513791400674,1.3540304869020607,0.4768549280177187,0.8982435646042806,0.5339314469749252,0.715203189015613,-0.5339314469749252,-0.023504429962656514,0.2332413569225775,-12.991601028651406,-19.207533997660757,1.4654926960172652,0.2888243831640058,0.49359239355105416,0.4423389279913373,0.4331841818841456,-0.4423389279913373,-0.13012244897959183,0.12002394492666867
77.29800898909555,13.818289942204332,-13.661435264093774,-21.753616953560467,1.5582386438335833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.581343758396878,-26.586633852758514,1.8282293091846653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.681436621246126,-24.486350388318613,1.6803613664349588,0.14249363867684478,0.18529241459177764,0.35240963855421686,0.21372346346505525,-0.35240963855421686,-0.23598851430394555,0.08687552921253175,-11.781064190551874,-20.549650308173643,1.6057597975373465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.6532680257436,-17.342449010523573,1.5578941605220544,0.48224661071659136,0.904102957195304,0.5325397708310157,0.7232920925228618,-0.5325397708310157,-0.007278230165021258,0.22449637389202257,-13.13215855743465,-21.560806628562098,1.645144955461242,0.29488982653539614,0.5141409187510217,0.4422976501305483,0.4422829016758467,-0.4422976501305483,-0.11232524505865338,0.10874074074074074
77.29809882062396,13.818289942204332,-11.09747816912156,-21.469549018189745,1.7330649546519206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.325578135616233,-24.796898648560735,1.7159170351208075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.00945188031109,-24.19015191501684,1.4723587817987684,0.15649867374005305,0.20574517239876206,0.35036778939217966,0.23472855366763368,-0.35036778939217966,-0.23884342607746864,0.0815884476534296,-13.245294572773007,-19.169634663799,1.6214651853906348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.04536172679601,-18.742097623285673,1.903080819768628,0.553186860996302,1.132890809462289,0.55810147299509,0.8296900489396412,-0.55810147299509,0.005138312099669177,0.28618592528236314,-14.00211008440154,-21.1935450012571,1.5135965132045972,0.3388349514563107,0.6016204102740906,0.47605030773347606,0.5081907535493265,-0.47605030773347606,-0.09036939313984169,0.13578680203045684
77.29791915756714,13.818379773732746,-15.611312386388938,-28.047300260169756,1.6352260450774674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.445541769157813,-30.443673747697197,1.8452715286995485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.65259968427122,-24.311143886692086,1.4474714264299828,0.15538323889054578,0.1962039617383445,0.37424618659098974,0.2330574815477522,-0.37424618659098974,-0.2,0.06240688627710644,-12.148855497561383,-20.228493858230756,1.6433964380520756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.235051501675635,-18.96738259470719,1.4334373141137817,0.5126796280642435,0.9811137622841428,0.5508612284692883,0.7689381933438986,-0.5508612284692883,0.011945995617445394,0.24455364455364456,-15.02396485668542,-21.066010927449792,1.4136328646363678,0.3130556855404773,0.5802254986990459,0.4456465739309634,0.4695285998362382,-0.4456465739309634,-0.1045157172490825,0.12069481880802635
77.29800898909555,13.818379773732746,-15.665888163372903,-25.604941570912057,1.487013248206607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.611630702910674,-30.401253630862236,1.8254410727469654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.907690922590838,-23.932946274340104,1.615736601807826,0.13421783400185128,0.17008132624335315,0.35645756457564576,0.2013112225221751,-0.35645756457564576,-0.22504479814482978,0.06699916874480466,-10.948608132719606,-20.673410044336148,1.7084305680833187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.37466787012247,-20.241895362143133,1.583491858382455,0.473972602739726,0.8800970493856147,0.5315887441147488,0.710883995364029,-0.5315887441147488,0.00035757705785596794,0.20698967434471802,-14.742439490310487,-21.025023788187127,1.4981186994905729,0.3172093023255814,0.5510220570412863,0.4500768049155146,0.47575863271712593,-0.4500768049155146,-0.0999523279834737,0.12069481880802635
77.29809882062396,13.818379773732746,-13.124801317654494,-25.753956117168055,1.8351608445728318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.073559743742408,-30.58450625631042,1.90446682395446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.056280334041123,-23.846467513707644,1.4614115137133137,0.1539708265802269,0.20146753191669847,0.35361216730038025,0.2309375253220971,-0.35361216730038025,-0.2291869654649778,0.0688547984302533,-13.294854260354704,-20.328905407894773,1.5098897216501954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.904596228142395,-19.433771543494778,1.570809487010452,0.49817557415754454,0.9456101038908128,0.5476718403547672,0.7471831741603177,-0.5476718403547672,-0.0061934932725848935,0.2256996191422421,-14.469731801586834,-21.53279480928978,1.6655698862930053,0.34145153433999026,0.6038418468429667,0.4766756032171582,0.5121149397296968,-0.4766756032171582,-0.09108910891089109,0.1394016549968173
77.29818865215238,13.818379773732746,-13.15218357489973,-21.360428549236662,1.5704813106135227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.327348250624496,-25.454349301387087,1.6703245033077279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.38980102046763,-23.846467513707644,1.4549577193724383,0.17812704649639816,0.24490163417818395,0.3670212765957447,0.2671686993533601,-0.3670212765957447,-0.2241509433962264,0.08826734471485652,-14.886886633757255,-20.094745029064228,1.3498285788982716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.637224957256933,-19.75128481163127,1.712435242272321,0.545116888791785,1.0894245044100952,0.5703341845231487,0.8175860185690879,-0.5703341845231487,0.00035363179857132753,0.27995849904893655,-12.658156740402244,-23.890482459880737,1.8579202958440328,0.3732394366197183,0.720108695652174,0.4828897338403042,0.5597887589588835,-0.4828897338403042,-0.09542743538767395,0.17918313570487485
77.29791915756714,13.818469605261157,-17.122073057677582,-25.876093780145183,1.6232776392000234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.306139122004595,-29.95837573556375,1.9083429673067318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.76250986250299,-24.246537591498285,1.2629556366526884,0.15968356284793436,0.20182195230336247,0.3686030428769018,0.23950780048341022,-0.3686030428769018,-0.20330112721417068,0.08923467767545253,-13.823043302594268,-19.83995420848574,1.49931087009324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.725076447112412,-20.753824079665097,1.4925727794114607,0.5284863945578231,1.0285477865122052,0.5517427430667962,0.7926453395684983,-0.5517427430667962,0.0033491487580240022,0.2830127687085825,-15.651768849478163,-19.251597232484063,1.353071329522995,0.31469194312796206,0.6254120749740981,0.4425377015080603,0.4719819926548987,-0.4425377015080603,-0.12822124450031427,0.14488468361916026
77.29800898909555,13.818469605261157,-16.59789319522201,-25.604941570912057,1.487013248206607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.314029913525886,-29.815109398545296,2.099484315168616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.02301470990753,-23.70838058312406,1.4507882571538233,0.14469830111306387,0.18386184308471043,0.3560027758501041,0.21703155890751993,-0.3560027758501041,-0.2093870119360712,0.08031496062992126,-11.787324367713502,-21.332612067593104,1.8097925705705502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.110488016013125,-21.117035661170295,1.580773175681871,0.48867179380586157,0.9148571873297533,0.5450328982849747,0.7329315182375559,-0.5450328982849747,0.0013982102908277406,0.23471768548763416,-15.24499757333978,-21.680720305659488,1.3686937907024712,0.3033811949976841,0.5219955371373924,0.4520123839009288,0.45501910385550537,-0.4520123839009288,-0.12117426608369769,0.12558139534883722
